"id","engineCode","transmissionCode","intervalMileage","frequency","action","item","itemDescription","laborUnits","partUnits","driveType","modelYear"
317422,"4INAG2.0","ALL",60000,4,"Inspect","PCV valve","Positive Crankcase Ventilation valve, an emissions related device that allows venting of combustion gases from the crankcase to the intake system rather than the atmosphere.",0.05,0,"ALL","2011"
317396,"4INAG2.0","ALL",30000,4,"Inspect","Ball joints","Movable joints in the steering linkage and suspension system of a vehicle that permit rotating movement in any direction between the parts that are joined.",0.1,0,"ALL","2011"
317397,"4INAG2.0","ALL",30000,4,"Inspect","Steering linkage","The arrangement of rods and lubricated joints connecting the steering gearbox to the wheel spindles.",0.1,0,"ALL","2011"
317419,"4INAG2.0","ALL",30000,4,"Inspect","Brakes, rear","A vehicle's stopping mechanism comprised of a pedal connected to a hydraulic master cylinder that can actuate clamping and/or expanding devices at all four wheels that slow or stop a vehicle's rolling motion.  Also used to refer to the brake system's most frequently replaced parts, brake pads and/or brake shoes.",0.1,0,"ALL","2011"
317394,"4INAG2.0","ALL",30000,4,"Inspect","Chassis nuts & bolts","Fasteners holding parts onto a vehicle's frame.",0.1,0,"ALL","2011"
317504,"4INAG2.0DC","ALL",7500,4,"Change","Engine oil","A substance that lubricates and cools the moving parts of the engine and reduces corrosion and the formation of rust.",0.18,4.4,"ALL","2011"
317478,"4INAG2.0DC","ALL",30000,4,"Inspect","Steering linkage","The arrangement of rods and lubricated joints connecting the steering gearbox to the wheel spindles.",0.1,0,"ALL","2011"
317457,"4INAG2.0DC","ALL",30000,4,"Check","Idle speed","The RPM of the engine free from load (all accessories off), at normal operating temperature and in neutral (or, in the case of an automatic transmission, park or neutral).",0.1,0,"ALL","2011"
317469,"4INAG2.0DC","ALL",30000,4,"Inspect","Brake lines, hoses & connections","Tubes and their connections that carry brake fluid between the various components in a vehicle's brake system.",0.02,0,"ALL","2011"
317475,"4INAG2.0DC","ALL",30000,4,"Inspect","Chassis nuts & bolts","Fasteners holding parts onto a vehicle's frame.",0.1,0,"ALL","2011"
317472,"4INAG2.0DC","ALL",0,4,"Inspect","Air conditioning system","The system of receiver/dryer, evaporator, condenser, compressor, refrigerant lines, controls and valves that allow for the controlled refrigeration of the air present in or entering a vehicle's interior.",0,0,"ALL","2011"
317468,"4INAG2.0DC","ALL",30000,4,"Inspect","Fuel lines & hoses","The tubing that carries fuel throughout a vehicle.",0.05,0,"ALL","2011"
317453,"4INAG2.0DC","ALL",7500,4,"Lubricate","Hinges, locks & latches","The devices that allow or prevent the opening of doors and hatches.",0.05,0,"ALL","2011"
317474,"4INAG2.0DC","ALL",30000,4,"Inspect","Exhaust system heat shields","Metal and/or metal-fiberglass insulated panels that protect selected areas from exhaust heat.",0.02,0,"ALL","2011"
317461,"4INAG2.0DC","ALL",90000,3,"Inspect","Timing belt","A ""toothed"" belt that drives an overhead camshaft or camshafts (and in some vehicles a water pump).",0.2,0,"ALL","2011"
317524,"4INAG2.0DC","ALL",60000,4,"Replace","Timing belt","A ""toothed"" belt that drives an overhead camshaft or camshafts (and in some vehicles a water pump).",3.6,1,"ALL","2011"
317491,"4INAG2.0DC","ALL",30000,4,"Inspect","Brakes, rear","A vehicle's stopping mechanism comprised of a pedal connected to a hydraulic master cylinder that can actuate clamping and/or expanding devices at all four wheels that slow or stop a vehicle's rolling motion.  Also used to refer to the brake system's most frequently replaced parts, brake pads and/or brake shoes.",0.1,0,"ALL","2011"
317465,"4INAG2.0DC","ALL",7500,4,"Inspect","Front differential fluid","The liquid used for lubricating gears inside the differential.",0.1,0,"ALL","2011"
317458,"4INAG2.0DC","ALL",30000,4,"Flush/replace","Coolant","Also known as ""antifreeze."" A mixture of water and ethylene glycol that has both a higher boiling point and a lower freezing point than plain water.",0.7,1,"ALL","2011"
317460,"4INAG2.0DC","ALL",60000,3,"Inspect","Timing belt","A ""toothed"" belt that drives an overhead camshaft or camshafts (and in some vehicles a water pump).",0.2,0,"ALL","2011"
317470,"4INAG2.0DC","ALL",15000,4,"Inspect","Brakes, front","A vehicle's stopping mechanism comprised of a pedal connected to a hydraulic master cylinder that can actuate clamping and/or expanding devices at all four wheels that slow or stop a vehicle's rolling motion.  Also used to refer to the brake system's most frequently replaced parts, brake pads and/or brake shoes.",0.1,0,"ALL","2011"
317471,"4INAG2.0DC","ALL",30000,4,"Inspect","Drive belt(s)","A belt that transfers the rotation of the engine through the crankshaft pulley to drive various devices, such as the alternator, water pump, air conditioning compressor or power steering pump.",0.03,0,"ALL","2011"
317522,"4INAG2.0DC","ALL",30000,4,"Replace","Air filter","A device that filters incoming air fed to the engine.",0.2,1,"ALL","2011"
317452,"4INAG2.0DC","ALL",15000,4,"Lubricate","Drive shaft, pilot bearing & u-joints","In a rear- or four-wheel drive vehicle, the drive shaft is a sturdy metal tube with flexible joints on either end that connects the source of power to a differential.  The pilot  bearing is a bearing press-fit into the rear of the crankshaft that supports the tip of the transmission input shaft.  It should be routinely replaced whenever the clutch is replaced as this is when it's most accessible.",0.1,0,"ALL","2011"
317466,"4INAG2.0DC","ALL",30000,4,"Inspect","Cooling system","The system that stores and circulates coolant throughout (water cooled) engines to prevent overheating. Some vehicles have air-cooled engines in which high-speed airflow is sufficient to keep the engine cool.",0.1,0,"ALL","2011"
317509,"4INAG2.0DC","ALL",30000,4,"Change","Rear differential fluid","Lubricant that permits quiet and low friction operation of the differential. Can be gear oil, transmission fluid, or a more specialized fluid specified by the manufacturer.",0.5,1,"ALL","2011"
317467,"4INAG2.0DC","ALL",60000,4,"Inspect","Spark plug wires","Cables that carry a high-voltage electrical charge the spark plug(s).",0.05,0,"ALL","2011"
317525,"4INAG2.0DC","ALL",7500,4,"Replace","Oil filter","A cartridge-filled canister placed in an engine's lubricating system to strain dirt and abrasive materials out of the oil.",0.1,1,"ALL","2011"
317477,"4INAG2.0DC","ALL",30000,4,"Inspect","Ball joints","Movable joints in the steering linkage and suspension system of a vehicle that permit rotating movement in any direction between the parts that are joined.",0.1,0,"ALL","2011"
317464,"4INAG2.0DC","ALL",15000,4,"Inspect","Transfer case fluid","Lubricant used in the transfer case.",0.1,0,"ALL","2011"
317476,"4INAG2.0DC","ALL",15000,4,"Inspect","Drive axles","In a front-wheel drive vehicle or a rear-wheel drive vehicle with independent rear suspension, the short axles that connect the driven wheels with the driving force.   Drive axles typically have CV (constant velocity)-joints on their ends.",0.1,0,"ALL","2011"
317484,"4INAG2.0DC","ALL",60000,4,"Inspect","PCV valve","Positive Crankcase Ventilation valve, an emissions related device that allows venting of combustion gases from the crankcase to the intake system rather than the atmosphere.",0.05,0,"ALL","2011"
317516,"4INAG2.0DC","ALL",105000,4,"Replace","Timing belt","A ""toothed"" belt that drives an overhead camshaft or camshafts (and in some vehicles a water pump).",3.6,1,"ALL","2011"
317483,"4INAG2.0DC","ALL",7500,4,"Inspect","Differential, rear","A set of gears that transfers the power of the rotating driveshaft to drive wheels in front and rear-wheel-drive vehicles. The differential also allows each of the opposing wheels to turn at a different speed when cornering.",0.1,0,"ALL","2011"
317513,"4INAG2.0DC","ALL",30000,4,"Change","Front differential fluid","The liquid used for lubricating gears inside the differential.",0.5,1.4,"ALL","2011"
317511,"4INAG2.0DC","ALL",30000,4,"Change","Transfer case fluid","Lubricant used in the transfer case.",0.5,1.5,"ALL","2011"
317527,"4INAG2.0DC","ALL",30000,4,"Replace","Fuel filter","A replaceable metal or plastic canister that prevents particulate matter and most contaminants in the fuel from reaching the engine.",0.7,1,"ALL","2011"
317526,"4INAG2.0DC","ALL",105000,4,"Replace","Emissions hoses & tubes","Hoses and tubes utilized by any of a vehicle's emission control devices.",0.3,1,"ALL","2011"
317521,"4INAG2.0DC","ALL",30000,4,"Replace","Spark plugs","Cables that carry a high-voltage electrical charge from the distributor cap or ignition coils to the spark plugs.",0.5,4,"ALL","2011"
317499,"4INAG2.0DC","ALL",60000,4,"Inspect","Emissions hoses & tubes","Hoses and tubes utilized by any of a vehicle's emission control devices.",0.05,0,"ALL","2011"
317436,"4INAG2.0","AUTOMATIC",45000,4,"Change","Automatic transmission fluid","The fluid used for lubricating and cooling an automatic transmission.",0.5,2.7,"ALL","2011"
317512,"4INAG2.0DC","MANUAL",30000,4,"Change","Manual transmission fluid","The fluid used for lubricating and cooling a manual transmission.",0.5,1.7,"ALL","2011"
317482,"4INAG2.0DC","MANUAL",7500,4,"Check level","Manual transmission fluid","The fluid used for lubricating and cooling a manual transmission.",0.1,0,"ALL","2011"
317437,"4INAG2.0","MANUAL",30000,4,"Change","Manual transmission fluid","The fluid used for lubricating and cooling a manual transmission.",0.5,1.7,"ALL","2011"
317425,"4INAG2.0","MANUAL",7500,4,"Check level","Manual transmission fluid","The fluid used for lubricating and cooling a manual transmission.",0.1,0,"ALL","2011"
317510,"4INAG2.0DC","AUTOMATIC",45000,4,"Change","Automatic transmission fluid","The fluid used for lubricating and cooling an automatic transmission.",0.5,2.7,"ALL","2011"
81323,"4INAG2.0","ALL",30000,4,"Inspect","Fuel lines & hoses","The tubing that carries fuel throughout a vehicle.",0.05,0,"ALL","2012"
80907,"4INAG2.0","ALL",7500,4,"Change","Engine oil","A substance that lubricates and cools the moving parts of the engine and reduces corrosion and the formation of rust.",0.18,4.4,"ALL","2012"
81539,"4INAG2.0","ALL",30000,4,"Check","Idle speed","The RPM of the engine free from load (all accessories off), at normal operating temperature and in neutral (or, in the case of an automatic transmission, park or neutral).",0.1,0,"ALL","2012"
81531,"4INAG2.0","ALL",60000,4,"Inspect","Spark plug wires","Cables that carry a high-voltage electrical charge the spark plug(s).",0.05,0,"ALL","2012"
81522,"4INAG2.0","ALL",30000,4,"Inspect","Exhaust system heat shields","Metal and/or metal-fiberglass insulated panels that protect selected areas from exhaust heat.",0.02,0,"ALL","2012"
81519,"4INAG2.0","ALL",30000,4,"Flush/replace","Coolant","Also known as ""antifreeze."" A mixture of water and ethylene glycol that has both a higher boiling point and a lower freezing point than plain water.",0.7,1,"ALL","2012"
81528,"4INAG2.0","ALL",7500,4,"Inspect","Differential, rear","A set of gears that transfers the power of the rotating driveshaft to drive wheels in front and rear-wheel-drive vehicles. The differential also allows each of the opposing wheels to turn at a different speed when cornering.",0.1,0,"ALL","2012"
81343,"4INAG2.0","ALL",30000,4,"Inspect","Emissions hoses & tubes","Hoses and tubes utilized by any of a vehicle's emission control devices.",0.05,0,"ALL","2012"
81324,"4INAG2.0","ALL",105000,4,"Replace","Fuel lines & hoses","The tubing that carries fuel throughout a vehicle.",1.2,1,"ALL","2012"
81344,"4INAG2.0","ALL",105000,4,"Replace","Emissions hoses & tubes","Hoses and tubes utilized by any of a vehicle's emission control devices.",0.3,1,"ALL","2012"
81523,"4INAG2.0","ALL",30000,4,"Inspect","Ball joints","Movable joints in the steering linkage and suspension system of a vehicle that permit rotating movement in any direction between the parts that are joined.",0.1,0,"ALL","2012"
81530,"4INAG2.0","ALL",22500,4,"Change","Rear differential fluid","Lubricant that permits quiet and low friction operation of the differential. Can be gear oil, transmission fluid, or a more specialized fluid specified by the manufacturer.",0.5,1,"ALL","2012"
80491,"4INAG2.0","ALL",60000,4,"Inspect","Timing belt","A ""toothed"" belt that drives an overhead camshaft or camshafts (and in some vehicles a water pump).",0.2,0,"ALL","2012"
81526,"4INAG2.0","ALL",60000,4,"Inspect","PCV valve","Positive Crankcase Ventilation valve, an emissions related device that allows venting of combustion gases from the crankcase to the intake system rather than the atmosphere.",0.05,0,"ALL","2012"
81341,"4INAG2.0","ALL",15000,4,"Inspect","Brake system","A vehicle's stopping mechanism comprised of a pedal connected to a hydraulic master cylinder that can actuate clamping and/or expanding devices at all four wheels that slow or stop a vehicle's rolling motion.  Components in a basic brake system are the master cylinder, calipers and/or wheel cylinders, linings or pads or shoes, rotors and/or drums.",0.4,0,"ALL","2012"
81537,"4INAG2.0","ALL",15000,4,"Inspect","Transfer case fluid","Lubricant used in the transfer case.",0.1,0,"4WD","2012"
81339,"4INAG2.0","ALL",22500,4,"Change","Front differential fluid","The liquid used for lubricating gears inside the differential.",0.5,1.4,"ALL","2012"
81538,"4INAG2.0","ALL",22500,4,"Change","Transfer case fluid","Lubricant used in the transfer case.",0.5,1.5,"4WD","2012"
81338,"4INAG2.0","ALL",7500,4,"Inspect","Front differential fluid","The liquid used for lubricating gears inside the differential.",0.1,0,"ALL","2012"
81516,"4INAG2.0","ALL",30000,4,"Inspect","Cooling system","The system that stores and circulates coolant throughout (water cooled) engines to prevent overheating. Some vehicles have air-cooled engines in which high-speed airflow is sufficient to keep the engine cool.",0.1,0,"ALL","2012"
81348,"4INAG2.0","ALL",0,4,"Check operation","A/C compressor","An engine-driven pump in the air conditioning system that increases the pressure of the refrigerant.",0,0,"ALL","2012"
81518,"4INAG2.0","ALL",15000,4,"Inspect boots & seals","Drive shaft","A sturdy metal tube with universal joints on either end that connects the engine to a differential on a rear-wheel or four-wheel drive vehicle.",0.05,0,"ALL","2012"
81347,"4INAG2.0","ALL",0,4,"Inspect","Air conditioning system","The system of receiver/dryer, evaporator, condenser, compressor, refrigerant lines, controls and valves that allow for the controlled refrigeration of the air present in or entering a vehicle's interior.",0,0,"ALL","2012"
81524,"4INAG2.0","ALL",7500,4,"Replace","Fuel filter","A replaceable metal or plastic canister that prevents particulate matter and most contaminants in the fuel from reaching the engine.",0.3,1,"ALL","2012"
81346,"4INAG2.0","ALL",7500,4,"Inspect","Hinges, locks & latches","The devices that allow or prevent the opening of doors and hatches.",0.05,0,"ALL","2012"
81342,"4INAG2.0","ALL",30000,4,"Inspect","Chassis nuts & bolts","Fasteners holding parts onto a vehicle's frame.",0.1,0,"ALL","2012"
81350,"4INAG2.0","ALL",15000,4,"Inspect","U-joints","Universal joints, which are flexible joints used on drive shafts that are composed of two U-shaped yokes that share a common cross-shaped member.",0.05,0,"ALL","2012"
81349,"4INAG2.0","ALL",30000,4,"Inspect","Brake lines, hoses & connections","Tubes and their connections that carry brake fluid between the various components in a vehicle's brake system.",0.02,0,"ALL","2012"
81345,"4INAG2.0","ALL",30000,4,"Inspect","Steering linkage","The arrangement of rods and lubricated joints connecting the steering gearbox to the wheel spindles.",0.1,0,"ALL","2012"
80489,"4INAG2.0","ALL",30000,4,"Replace","Air filter","A device that filters incoming air fed to the engine.",0.2,1,"ALL","2012"
80490,"4INAG2.0","ALL",30000,4,"Replace","Spark plugs","Cables that carry a high-voltage electrical charge from the distributor cap or ignition coils to the spark plugs.",0.5,4,"ALL","2012"
81353,"4INAG2.0","AUTOMATIC",7500,4,"Inspect","Automatic transmission fluid","The fluid used for lubricating and cooling an automatic transmission.",0.02,0,"ALL","2012"
81354,"4INAG2.0","AUTOMATIC",45000,4,"Change","Automatic transmission fluid","The fluid used for lubricating and cooling an automatic transmission.",0.5,2.7,"ALL","2012"
81358,"4INAG2.0","MANUAL",7500,4,"Inspect","Manual transmission","A type of transmission that must be shifted by the operator.",0.05,0,"ALL","2012"
81357,"4INAG2.0","MANUAL",22500,4,"Change","Manual transmission fluid","The fluid used for lubricating and cooling a manual transmission.",0.5,1.7,"ALL","2012"
13418,"4INAG2.0","ALL",30000,4,"Flush/replace","Coolant","Also known as ""antifreeze."" A mixture of water and ethylene glycol that has both a higher boiling point and a lower freezing point than plain water.",0.7,1,"ALL","2013"
13420,"4INAG2.0","ALL",30000,4,"Inspect","Exhaust system heat shields","Metal and/or metal-fiberglass insulated panels that protect selected areas from exhaust heat.",0.02,0,"ALL","2013"
13440,"4INAG2.0","ALL",30000,4,"Inspect","Fuel lines & hoses","The tubing that carries fuel throughout a vehicle.",0.05,0,"ALL","2013"
13429,"4INAG2.0","ALL",22500,4,"Change","Rear differential fluid","Lubricant that permits quiet and low friction operation of the differential. Can be gear oil, transmission fluid, or a more specialized fluid specified by the manufacturer.",0.5,1,"ALL","2013"
13444,"4INAG2.0","ALL",7500,4,"Inspect","Front differential fluid","The liquid used for lubricating gears inside the differential.",0.1,0,"ALL","2013"
13450,"4INAG2.0","ALL",105000,4,"Replace","Emissions hoses & tubes","Hoses and tubes utilized by any of a vehicle's emission control devices.",0.3,1,"ALL","2013"
13453,"4INAG2.0","ALL",0,4,"Inspect","Air conditioning system","The system of receiver/dryer, evaporator, condenser, compressor, refrigerant lines, controls and valves that allow for the controlled refrigeration of the air present in or entering a vehicle's interior.",0,0,"ALL","2013"
13452,"4INAG2.0","ALL",7500,4,"Inspect","Hinges, locks & latches","The devices that allow or prevent the opening of doors and hatches.",0.05,0,"ALL","2013"
13451,"4INAG2.0","ALL",30000,4,"Inspect","Steering linkage","The arrangement of rods and lubricated joints connecting the steering gearbox to the wheel spindles.",0.1,0,"ALL","2013"
13454,"4INAG2.0","ALL",0,4,"Check operation","A/C compressor","An engine-driven pump in the air conditioning system that increases the pressure of the refrigerant.",0,0,"ALL","2013"
13576,"4INAG2.0","ALL",30000,4,"Inspect","Cooling system","The system that stores and circulates coolant throughout (water cooled) engines to prevent overheating. Some vehicles have air-cooled engines in which high-speed airflow is sufficient to keep the engine cool.",0.1,0,"ALL","2013"
13441,"4INAG2.0","ALL",105000,4,"Replace","Fuel lines & hoses","The tubing that carries fuel throughout a vehicle.",1.2,1,"ALL","2013"
13422,"4INAG2.0","ALL",30000,4,"Replace","Fuel filter","A replaceable metal or plastic canister that prevents particulate matter and most contaminants in the fuel from reaching the engine.",0.3,1,"ALL","2013"
13421,"4INAG2.0","ALL",30000,4,"Inspect","Ball joints","Movable joints in the steering linkage and suspension system of a vehicle that permit rotating movement in any direction between the parts that are joined.",0.1,0,"ALL","2013"
13417,"4INAG2.0","ALL",15000,4,"Inspect boots & seals","Drive shaft","A sturdy metal tube with universal joints on either end that connects the engine to a differential on a rear-wheel or four-wheel drive vehicle.",0.05,0,"ALL","2013"
13439,"4INAG2.0","ALL",30000,4,"Check","Idle speed","The RPM of the engine free from load (all accessories off), at normal operating temperature and in neutral (or, in the case of an automatic transmission, park or neutral).",0.1,0,"ALL","2013"
13425,"4INAG2.0","ALL",60000,4,"Inspect","PCV valve","Positive Crankcase Ventilation valve, an emissions related device that allows venting of combustion gases from the crankcase to the intake system rather than the atmosphere.",0.05,0,"ALL","2013"
13438,"4INAG2.0","ALL",22500,4,"Change","Transfer case fluid","Lubricant used in the transfer case.",0.5,1.5,"4WD","2013"
13427,"4INAG2.0","ALL",7500,4,"Inspect","Differential, rear","A set of gears that transfers the power of the rotating driveshaft to drive wheels in front and rear-wheel-drive vehicles. The differential also allows each of the opposing wheels to turn at a different speed when cornering.",0.1,0,"ALL","2013"
13423,"4INAG2.0","ALL",60000,4,"Inspect","Spark plug wires","Cables that carry a high-voltage electrical charge the spark plug(s).",0.05,0,"ALL","2013"
13437,"4INAG2.0","ALL",7500,4,"Inspect","Transfer case fluid","Lubricant used in the transfer case.",0.1,0,"4WD","2013"
13445,"4INAG2.0","ALL",22500,4,"Change","Front differential fluid","The liquid used for lubricating gears inside the differential.",0.5,1.4,"ALL","2013"
13447,"4INAG2.0","ALL",15000,4,"Inspect","Brake system","A vehicle's stopping mechanism comprised of a pedal connected to a hydraulic master cylinder that can actuate clamping and/or expanding devices at all four wheels that slow or stop a vehicle's rolling motion.  Components in a basic brake system are the master cylinder, calipers and/or wheel cylinders, linings or pads or shoes, rotors and/or drums.",0.4,0,"ALL","2013"
13448,"4INAG2.0","ALL",30000,4,"Inspect","Chassis nuts & bolts","Fasteners holding parts onto a vehicle's frame.",0.1,0,"ALL","2013"
13449,"4INAG2.0","ALL",30000,4,"Inspect","Emissions hoses & tubes","Hoses and tubes utilized by any of a vehicle's emission control devices.",0.05,0,"ALL","2013"
13455,"4INAG2.0","ALL",30000,4,"Inspect","Brake lines, hoses & connections","Tubes and their connections that carry brake fluid between the various components in a vehicle's brake system.",0.02,0,"ALL","2013"
13456,"4INAG2.0","ALL",15000,4,"Inspect","U-joints","Universal joints, which are flexible joints used on drive shafts that are composed of two U-shaped yokes that share a common cross-shaped member.",0.05,0,"ALL","2013"
13463,"4INAG2.0","MANUAL",22500,4,"Change","Manual transmission fluid","The fluid used for lubricating and cooling a manual transmission.",0.5,1.7,"ALL","2013"
13464,"4INAG2.0","MANUAL",7500,4,"Inspect","Manual transmission","A type of transmission that must be shifted by the operator.",0.05,0,"ALL","2013"
13459,"4INAG2.0","AUTOMATIC",7500,4,"Inspect","Automatic transmission fluid","The fluid used for lubricating and cooling an automatic transmission.",0.02,0,"ALL","2013"
13460,"4INAG2.0","AUTOMATIC",45000,4,"Change","Automatic transmission fluid","The fluid used for lubricating and cooling an automatic transmission.",0.5,2.7,"ALL","2013"
543349,"8VNAG3.9","ALL",7500,4,"Change","Engine oil","A substance that lubricates and cools the moving parts of the engine and reduces corrosion and the formation of rust.",0.28,7.1,"ALL","2014"
543348,"8VNAG3.9","ALL",15000,4,"Adjust","Headlights","Primary form of lighting used to illuminate a vehicle's path.",0.2,0,"ALL","2014"
543407,"8VNAG3.9","ALL",7500,4,"Inspect","Fuel lines & hoses","The tubing that carries fuel throughout a vehicle.",0.05,0,"ALL","2014"
543351,"8VNAG3.9","ALL",37500,3,"Inspect","Brakes","A vehicle's stopping mechanism comprised of a pedal connected to a hydraulic master cylinder that can actuate clamping and/or expanding devices at all four wheels that slow or stop a vehicle's rolling motion.  Also used to refer to the brake system's most frequently replaced parts, brake pads and/or brake shoes.",0.3,0,"ALL","2014"
543390,"8VNAG3.9","ALL",52500,4,"Replace","Fuel filler cap","A cap used to seal a vehicle's fuel filler neck.",0.05,1,"ALL","2014"
543352,"8VNAG3.9","ALL",37500,3,"Inspect","Shock absorbers","Devices used in a vehicle's suspension that slow the action of a compressed spring returning to an uncompressed state, thus reducing vehicle bounce.",0.05,0,"ALL","2014"
543402,"8VNAG3.9","ALL",7500,4,"Check level","Power steering fluid","Hydraulic fluid used in a power steering system.",0.02,0,"ALL","2014"
543355,"8VNAG3.9","ALL",7500,4,"Inspect","Parking brake","The mechanical brake connected by cables to either a ratcheting hand lever or foot pedal used to hold or apply a vehicle's rear and sometimes front brakes while left unattended or under conditions of hydraulic circuit failure. Sometimes referred to as the emergency brake.",0.05,0,"ALL","2014"
543403,"8VNAG3.9","ALL",7500,4,"Inspect","Transfer case fluid","Lubricant used in the transfer case.",0.2,0,"ALL","2014"
543350,"8VNAG3.9","ALL",15000,4,"Inspect","Wheel alignment","The adjustment of various components to meet predetermined specifications for camber, caster, toe and ride height.",0.05,0,"ALL","2014"
543405,"8VNAG3.9","ALL",7500,4,"Inspect","Transmission fluid","The liquid in a transmission that  allows it to function and serves as a cooling and lubrication medium.",0.02,0,"ALL","2014"
543354,"8VNAG3.9","ALL",7500,4,"Inspect","Clutch pedal","A pedal located on the floor of the vehicle to the left of the brake pedal that, when depressed, disengages the clutch from the flywheel.",0.1,0,"ALL","2014"
543406,"8VNAG3.9","ALL",7500,4,"Check fluid level","Clutch master cylinder","In a manual-transmission vehicle with a hydraulically actuated clutch, a small-bore hydraulic cylinder mechanically connected to the clutch pedal that actuates a slave cylinder, which in turn actuates the clutch fork that disengages the clutch when the clutch pedal is depressed.",0.02,0,"ALL","2014"
543357,"8VNAG3.9","ALL",7500,4,"Inspect & lubricate","Hinges, locks & latches","The devices that allow or prevent the opening of doors and hatches.",0.1,0,"ALL","2014"
543412,"8VNAG3.9","ALL",7500,4,"Inspect","Power steering","A system that includes a power steering pump attached to the engine and driven by a belt, a pressure hose assembly, and a return line.   A control valve is also incorporated somewhere in the hydraulic circuit.",0.1,0,"ALL","2014"
543359,"8VNAG3.9","ALL",15000,4,"Inspect","Electronic Air Suspension system","A suspension system that utilizes load or height sensor-adjusted air bellows at the rear or sometimes at all four wheels to control vehicle height or handling characteristics.",0.1,0,"ALL","2014"
543411,"8VNAG3.9","ALL",15000,4,"Inspect","Cooling system","The system that stores and circulates coolant throughout (water cooled) engines to prevent overheating. Some vehicles have air-cooled engines in which high-speed airflow is sufficient to keep the engine cool.",0.1,0,"ALL","2014"
543358,"8VNAG3.9","ALL",7500,4,"Check operation","Warning lights","Lights on a vehicle's instrument panel that notify the operator of a malfunction or a circumstance needing attention.",0.02,0,"ALL","2014"
543413,"8VNAG3.9","ALL",7500,4,"Lubricate","U-joints","Universal joints, which are flexible joints used on drive shafts that are composed of two U-shaped yokes that share a common cross-shaped member.",0.1,0,"ALL","2014"
543356,"8VNAG3.9","ALL",7500,4,"Inspect","Seat belts","The latching straps in a vehicle designed to minimize the risk of serious injury to the user in the event of an accident when used as suggested.",0.05,0,"ALL","2014"
543418,"8VNAG3.9","ALL",30000,4,"Change","Differential fluid","The liquid used for lubricating gears inside the differential.",0.5,3.6,"ALL","2014"
543414,"8VNAG3.9","ALL",22500,4,"Inspect & lubricate","Drive shaft","A sturdy metal tube with universal joints on either end that connects the engine to a differential on a rear-wheel or four-wheel drive vehicle.",0.1,0,"ALL","2014"
543419,"8VNAG3.9","ALL",30000,4,"Flush/replace","Coolant","Also known as ""antifreeze."" A mixture of water and ethylene glycol that has both a higher boiling point and a lower freezing point than plain water.",0.7,2,"ALL","2014"
543420,"8VNAG3.9","ALL",30000,4,"Flush/replace","Brake fluid","The fluid used in the hydraulic brake system.",0.7,4,"ALL","2014"
543423,"8VNAG3.9","ALL",7500,4,"Perform","Road test","The actual driving of a vehicle under real-world conditions in order to find any abnormalities in its operation.",0.1,0,"ALL","2014"
543421,"8VNAG3.9","ALL",30000,4,"Change","Transmission fluid","The liquid in a transmission that  allows it to function and serves as a cooling and lubrication medium.",0.5,4,"ALL","2014"
543416,"8VNAG3.9","ALL",15000,4,"Lubricate","Lock cylinders","The part of a hatch or door's latching mechanism into which the key is inserted.",0.05,0,"ALL","2014"
543404,"8VNAG3.9","ALL",7500,4,"Check level","Differential fluid","The liquid used for lubricating gears inside the differential.",0.1,0,"ALL","2014"
543422,"8VNAG3.9","ALL",30000,4,"Flush/replace","Power steering fluid","Hydraulic fluid used in a power steering system.",0.5,3,"ALL","2014"
543360,"8VNAG3.9","ALL",15000,4,"Check operation","Windshield wipers & washer","Motorized mechanical arms with rubber inserts used to wipe the windshield or back glass.  A small pump and reservoir that can direct a jet of cleaning solution at the windshield or back glass.",0.05,0,"ALL","2014"
543386,"8VNAG3.9","ALL",30000,4,"Inspect/clean","PCV valve & hoses","Positive Crankcase Ventilation valve, an emissions related device that allows venting of combustion gases from the crankcase to the intake system rather than the atmosphere.",0.2,0,"ALL","2014"
543362,"8VNAG3.9","ALL",22500,3,"Check/adjust","Ignition timing","Ignition delivery in relation to crankshaft position expressed in degrees before the number one piston is at its highest point of travel within its cylinder, or before top dead center (BTDC).",0.2,0,"ALL","2014"
543385,"8VNAG3.9","ALL",7500,4,"Inspect","Battery","A box containing lead plates filled with a water and acid mixture that stores electricity generated by the alternator. It is the source of power for parts of the car that operate on electricity.",0.2,0,"ALL","2014"
543366,"8VNAG3.9","ALL",15000,4,"Inspect","Air filter","A device that filters incoming air fed to the engine.",0.04,0,"ALL","2014"
543398,"8VNAG3.9","ALL",15000,4,"Torque","Drive shaft","A sturdy metal tube with universal joints on either end that connects the engine to a differential on a rear-wheel or four-wheel drive vehicle.",0.1,0,"ALL","2014"
543361,"8VNAG3.9","ALL",7500,4,"Check operation","Lights & accessories","Any source of illumination and any electrically operated convenience device.",0.1,0,"ALL","2014"
543365,"8VNAG3.9","ALL",15000,4,"Inspect","Spark plugs","Cables that carry a high-voltage electrical charge from the distributor cap or ignition coils to the spark plugs.",0.7,0,"ALL","2014"
543364,"8VNAG3.9","ALL",52500,4,"Check/adjust","Idle speed","The RPM of the engine free from load (all accessories off), at normal operating temperature and in neutral (or, in the case of an automatic transmission, park or neutral).",0.15,0,"ALL","2014"
543363,"8VNAG3.9","ALL",52500,3,"Check/adjust","Ignition timing","Ignition delivery in relation to crankshaft position expressed in degrees before the number one piston is at its highest point of travel within its cylinder, or before top dead center (BTDC).",0.2,0,"ALL","2014"
